stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code
1_8515,,R. AMOREIRAS,,38.723869324,-9.159620285,,,0,,,0,
1_9126,,R. ANGELINA VIDAL,,38.7228508,-9.1313199997,,,0,,,0,
1_9127,,R. ANGELINA VIDAL,,38.722309113,-9.1310691833,,,0,,,0,
1_13628,,R. ANTÓNIO ALÇADA BAPTISTA,,38.753913879,-9.1819162369,,,0,,,0,
1_8905,,R. AQUILES MACHADO,,38.738277435,-9.1247692108,,,0,,,0,
1_50031,,R. ARMINDO RODRIGUES,,38.76914978,-9.1670923233,,,0,,,0,
1_50032,,R. ARMINDO RODRIGUES,,38.768798828,-9.1674509048,,,0,,,0,
1_10828,,R. AUGUSTO PINA,,38.749645233,-9.1861982346,,,0,,,0,
1_8806,,R. AZEVINHO,,38.732463837,-9.2046689987,,,0,,,0,
1_7001,,R. BARÃO SABROSA,,38.734577179,-9.1287546158,,,0,,,0,
1_7002,,R. BARÃO SABROSA,,38.734981537,-9.1287841797,,,0,,,0,
1_9113,,R. BARTOLOMEU COSTA,,38.720561981,-9.1237707138,,,0,,,0,
1_3002,,R. BARTOLOMEU DIAS,,38.748039246,-9.2170791626,,,0,,,0,
1_3024,,R. Bartolomeu Dias,,38.748947144,-9.218380928,,,0,,,0,
1_6603,,R. BERNARDIM RIBEIRO,,38.725025177,-9.1440172195,,,0,,,0,
1_6604,,R. BERNARDIM RIBEIRO,,38.724990845,-9.1441841125,,,0,,,0,
1_13303,,R. BICA MARQUÊS,,38.70470047,-9.1986627579,,,0,,,0,
1_13304,,R. BICA MARQUÊS,,38.704761505,-9.198972702,,,0,,,0,
1_14901,,R. BOMBEIROS VOLUNTÁRIOS DAFUN,,38.700271606,-9.2468805313,,,0,,,0,
1_14902,,R. BOMBEIROS VOLUNTÁRIOS DAFUN,,38.7003479,-9.2469940186,,,0,,,0,
1_6707,,R. BORGES CARNEIRO / CÇ. ESTRE,,38.712265015,-9.156624794,,,0,,,0,
1_6708,,R. BORGES CARNEIRO / CÇ. ESTRE,,38.712291718,-9.1563396454,,,0,,,0,
1_8027,,R. CAMPO OURIQUE,,38.720676422,-9.1640081406,,,0,,,0,
1_6121,,R. CAMPOLIDE,,38.730335236,-9.1622419357,,,0,,,0,
1_6122,,R. CAMPOLIDE,,38.729320526,-9.1624422073,,,0,,,0,
1_6124,,R. CAMPOLIDE (ESCOLA),,38.732208252,-9.1627407074,,,0,,,0,
1_6123,,R. CAMPOLIDE (ESCOLA),,38.732261658,-9.1624336243,,,0,,,0,
1_8906,,R. CAPITÃO ROBY,,38.73797226,-9.1224365234,,,0,,,0,
1_89901,,R. CAPITÃO-MOR LOPES SEQUEIRA,,38.754428864,-9.1093559265,,,0,,,0,
1_89902,,R. CAPITÃO-MOR LOPES SEQUEIRA,,38.754390717,-9.1087598801,,,0,,,0,
1_9117,,R. CARDAL GRAÇA,,38.7202034,-9.1272926331,,,0,,,0,
1_2907,,R. CASQUILHA,,38.745952606,-9.2065143585,,,0,,,0,
1_2908,,R. CASQUILHA,,38.746261597,-9.2065086365,,,0,,,0,
1_9134,,R. CASTELO BRANCO SARAIVA,,38.726066589,-9.1255226135,,,0,,,0,
1_11707,,R. CASTELO BRANCO SARAIVA,,38.725765228,-9.122426033,,,0,,,0,
1_79118,,R. CHEN HE,,38.788860321,-9.0982198715,,,0,,,0,
1_16009,,R. CIDADE LUANDA,,38.790847778,-9.1443128586,,,0,,,0,
1_5604,,R. CONCEIÇÃO,,38.709667206,-9.1370477676,,,0,,,0,
1_5605,,R. CONCEIÇÃO,,38.70941925,-9.137717247,,,0,,,0,
1_10712,,R. CONDE ALMOSTER,,38.743133545,-9.1802368164,,,0,,,0,
1_6609,,R. CONDE REDONDO,,38.726543427,-9.1449785233,,,0,,,0,
1_6610,,R. CONDE REDONDO,,38.72661972,-9.1450910568,,,0,,,0,
1_13123,,R. CONS. MARTINS CARVALHO,,38.706428528,-9.2039070129,,,0,,,0,
1_9423,,R. CRUZ ALCÂNTARA,,38.70905304,-9.17436409,,,0,,,0,
1_10320,,R. CRUZEIRO,,38.709205627,-9.1946220398,,,0,,,0,
1_12017,,R. CRUZEIRO / R. ENG. ANTÓNIO,,38.705879211,-9.1881570816,,,0,,,0,
1_10319,,R. CRUZEIRO/TV. JOSÉ FERNANDES,,38.708034515,-9.1927251816,,,0,,,0,
1_10318,,R. CRUZEIRO/TV. PARDAL,,38.706863403,-9.1911039352,,,0,,,0,
1_6815,,R. CUSTÓDIO VIEIRA,,38.72032547,-9.1590509415,,,0,,,0,
1_6816,,R. CUSTÓDIO VIEIRA,,38.720470428,-9.1591558456,,,0,,,0,
1_9803,,R. D. FUAS ROUPINHO,,38.724407196,-9.117395401,,,0,,,0,
1_13411,,R. D. JOÃO CASTRO,,38.705043793,-9.1898965836,,,0,,,0,
1_8513,,R. D. JOÃO V,,38.720825195,-9.1606283188,,,0,,,0,
1_8514,,R. D. JOÃO V,,38.720710754,-9.1607246399,,,0,,,0,
1_8805,,R. D. MARIA I,,38.733989716,-9.2052955627,,,0,,,0,
1_13305,,R. D. VASCO,,38.704891205,-9.1962518692,,,0,,,0,
1_13306,,R. D. VASCO,,38.704933167,-9.1967277527,,,0,,,0,
1_8107,,R. DOMINGOS SEQUEIRA,,38.714962006,-9.1630401611,,,0,,,0,
1_8108,,R. DOMINGOS SEQUEIRA,,38.715103149,-9.1630344391,,,0,,,0,
1_89907,,R. DR. JOSÉ ESPIRITO SANTO,,38.752990723,-9.1057052612,,,0,,,0,
1_89908,,R. DR. JOSÉ ESPIRITO SANTO,,38.75302887,-9.1055164337,,,0,,,0,
1_83117,,R. DR. MANUEL ESPÍRITO SANTO,,38.735054016,-9.1140232086,,,0,,,0,
1_10705,,R. DUARTE GALVÃO,,38.743595123,-9.1761388779,,,0,,,0,
1_10706,,R. DUARTE GALVÃO,,38.743614197,-9.1755237579,,,0,,,0,
1_89914,,R. ENG. FERREIRA DIAS,,38.752105713,-9.1166582108,,,0,,,0,
1_89915,,R. ENG. FERREIRA DIAS,,38.752189636,-9.1165246964,,,0,,,0,
1_8923,,R. ENG. MACIEL CHAVES,,38.736320496,-9.1237783432,,,0,,,0,
1_89916,,R. ENG. RODRIGUES CARVALHO,,38.754924774,-9.1181306839,,,0,,,0,
1_89917,,R. ENG. RODRIGUES CARVALHO,,38.754943848,-9.1179533005,,,0,,,0,
1_8911,,R. ENG.º SANTOS SIMÕES,,38.7358284,-9.1256866455,,,0,,,0,
1_10607,,R. ESCOLA POLITÉCNICA,,38.718070984,-9.1519403458,,,0,,,0,
1_12214,,R. ESCOLAS,,38.773704529,-9.1192722321,,,0,,,0,
1_13813,,R. ESCOLAS GERAIS,,38.71288681,-9.1294927597,,,0,,,0,
1_13814,,R. ESCOLAS GERAIS,,38.713085175,-9.1297082901,,,0,,,0,
1_12829,,R. EUGÉNIO SALVADOR,,38.767097473,-9.1793394089,,,0,,,0,
1_12830,,R. EUGÉNIO SALVADOR,,38.767711639,-9.1802749634,,,0,,,0,
1_83119,,R. FAUSTINO JOSÉ RODRIGUES,,38.734207153,-9.115486145,,,0,,,0,
1_9430,,R. FELICIANO SOUSA,,38.709182739,-9.1753749847,,,0,,,0,
1_5956,,R. FERNANDO LOPES GRAÇA,,38.769260406,-9.1717357635,,,0,,,0,
1_5951,,R. FERNANDO LOPES GRAÇA,,38.770267487,-9.1690998077,,,0,,,0,
1_5952,,R. FERNANDO LOPES GRAÇA,,38.770153046,-9.1690187454,,,0,,,0,
1_50018,,R. FERNANDO NAMORA,,38.760017395,-9.1777133942,,,0,,,0,
1_50019,,R. FERNANDO NAMORA,,38.760135651,-9.1776304245,,,0,,,0,
1_2215,,R. FERNANDO PALHA,,38.747264862,-9.0992364883,,,0,,,0,
1_2216,,R. FERNANDO PALHA,,38.746925354,-9.0996742249,,,0,,,0,
1_1624,,R. FERNANDO SYLAN,,38.740200043,-9.1733531952,,,0,,,0,
1_4221,,R. FERNÃO MENDES PINTO,,38.698192596,-9.2255239487,,,0,,,0,
1_4222,,R. FERNÃO MENDES PINTO,,38.697689056,-9.2251367569,,,0,,,0,
1_7210,,R. FORMOSINHO SANCHEZ,,38.780246735,-9.1721305847,,,0,,,0,
1_601,,R. FORNO TIJOLO,,38.723907471,-9.1320352554,,,0,,,0,
1_602,,R. FORNO TIJOLO,,38.723419189,-9.1317930222,,,0,,,0,
1_8005,,R. FRANCISCO METRASS,,38.717357635,-9.1667032242,,,0,,,0,
1_9135,,R. FRANCISO PEDRO CURADO,,38.727233887,-9.1256971359,,,0,,,0,
1_50027,,R. FREDERICO GEORGE,,38.767993927,-9.1697864532,,,0,,,0,
1_50028,,R. FREDERICO GEORGE,,38.768096924,-9.1693630219,,,0,,,0,
1_8915,,R. FREDERICO PERRY VIDAL,,38.735996246,-9.1222791672,,,0,,,0,
1_8902,,R. FREI FORTUNATO S. BOAVENTUR,,38.73601532,-9.1229391098,,,0,,,0,
1_10919,,R. GARRIDAS,,38.74855423,-9.2014751434,,,0,,,0,
1_9123,,R. GEN. THEMUDO BARATA,,38.72693634,-9.1242141724,,,0,,,0,
1_13415,,R. GIESTAL,,38.700683594,-9.1900568008,,,0,,,0,
1_9130,,R. GRAÇA,,38.719032288,-9.1298370361,,,0,,,0,
1_9131,,R. GRAÇA,,38.719219208,-9.1298799515,,,0,,,0,
1_12401,,R. GREGÓRIO LOPES,,38.71157074,-9.2148628235,,,0,,,0,
1_12402,,R. GREGÓRIO LOPES,,38.711875916,-9.2141666412,,,0,,,0,
1_83113,,R. GUALDIM PAIS,,38.731250763,-9.1168069839,,,0,,,0,
1_83114,,R. GUALDIM PAIS,,38.731128693,-9.1168422699,,,0,,,0,
1_79114,,R. ILHA AMORES,,38.780643463,-9.0938615799,,,0,,,0,
1_13903,,R. ILHA TERCEIRA,,38.765895844,-9.2011890411,,,0,,,0,
1_13301,,R. JARDIM BOTÂNICO,,38.705699921,-9.1994123459,,,0,,,0,
1_6001,,R. JOÃO AMARAL,,38.787326813,-9.1491737366,,,0,,,0,
1_6002,,R. JOÃO AMARAL,,38.787513733,-9.1490945816,,,0,,,0,
1_6032,,R. JOÃO AMARAL,,38.78685379,-9.1496858597,,,0,,,0,
1_6033,,R. JOÃO AMARAL,,38.786956787,-9.1499414444,,,0,,,0,
1_12012,,R. JOÃO BARROS,,38.705490112,-9.185297966,,,0,,,0,
1_12016,,R. JOÃO BARROS,,38.705684662,-9.1848974228,,,0,,,0,
1_8922,,R. JOÃO NASCIMENTO COSTA,,38.737293243,-9.1254768372,,,0,,,0,
1_8916,,R. JOÃO NASCIMENTO COSTA,,38.734157562,-9.1208362579,,,0,,,0,
1_13712,,R. JOÃO ORTIGÃO RAMOS,,38.756305695,-9.2039518356,,,0,,,0,
1_13701,,R. JOÃO ORTIGÃO RAMOS,,38.756313324,-9.2037668228,,,0,,,0,
1_13702,,R. JOÃO ORTIGÃO RAMOS,,38.756420135,-9.2040834427,,,0,,,0,
1_2813,,R. JOSÉ AUGUSTO SEABRA,,38.744171143,-9.2002410889,,,0,,,0,
1_606,,R. JOSÉ ESTÊVÃO,,38.727272034,-9.1379470825,,,0,,,0,
1_613,,R. JOSÉ ESTÊVÃO,,38.727798462,-9.1376285553,,,0,,,0,
1_615,,R. JOSÉ ESTÊVÃO,,38.727432251,-9.1384572983,,,0,,,0,
1_616,,R. JOSÉ ESTÊVÃO,,38.727336884,-9.1373729706,,,0,,,0,
1_12918,,R. JOSÉ PINTO BASTOS,,38.714019775,-9.2060337067,,,0,,,0,
1_9504,,R. JUNQUEIRA (CENTRO CONGRESSO,,38.69978714,-9.1843500137,,,0,,,0,
1_12104,,R. LEÃO OLIVEIRA,,38.70520401,-9.1787719727,,,0,,,0,
1_9121,,R. LEITE VASCONCELOS,,38.717712402,-9.1250162125,,,0,,,0,
1_6605,,R. LUCIANO CORDEIRO,,38.726886749,-9.1456861496,,,0,,,0,
1_6606,,R. LUCIANO CORDEIRO,,38.726737976,-9.1457662582,,,0,,,0,
1_83123,,R. LUIS BARBOSA,,38.735687256,-9.1144924164,,,0,,,0,
1_12004,,R. LUIS CAMÕES,,38.704528809,-9.1830482483,,,0,,,0,
1_12005,,R. LUIS CAMÕES,,38.704105377,-9.1827707291,,,0,,,0,
1_14703,,R. LUIS CRISTINO SILVA,,38.758117676,-9.1229286194,,,0,,,0,
1_14704,,R. LUIS CRISTINO SILVA,,38.757904053,-9.1231851578,,,0,,,0,
1_11520,,R. LUIS PIÇARRA,,38.77589798,-9.1512956619,,,0,,,0,
1_11521,,R. LUIS PIÇARRA,,38.775886536,-9.1508359909,,,0,,,0,
1_5908,,R. LUMIAR,,38.775959015,-9.1634101868,,,0,,,0,
1_12113,,R. LUSÍADAS,,38.70532608,-9.1802816391,,,0,,,0,
1_12114,,R. LUSÍADAS,,38.705181122,-9.1809549332,,,0,,,0,
1_12103,,R. LUSÍADAS / R. LEÃO OLIVEIRA,,38.705741882,-9.1781902313,,,0,,,0,
1_9816,,R. MADRE DEUS,,38.722637177,-9.1156635284,,,0,,,0,
1_89923,,R. MANUEL TEIXEIRA GOMES,,38.751743317,-9.1094875336,,,0,,,0,
1_89924,,R. MANUEL TEIXEIRA GOMES,,38.75164032,-9.109369278,,,0,,,0,
1_89925,,R. MANUEL TEIXEIRA GOMES (ESC.,,38.752056122,-9.1120176315,,,0,,,0,
1_89926,,R. MANUEL TEIXEIRA GOMES (ESC.,,38.75169754,-9.1120433807,,,0,,,0,
1_708,,R. MARIA,,38.723819733,-9.1332511902,,,0,,,0,
1_11514,,R. MARIA ALBERTINA,,38.777309418,-9.1547555923,,,0,,,0,
1_706,,R. MARIA ANDRADE,,38.723560333,-9.1344709396,,,0,,,0,
1_9410,,R. MARIA PIA / ESTR. LOUREIRO,,38.711074829,-9.1723461151,,,0,,,0,
1_83103,,R. MARQUÊS OLHÃO,,38.73135376,-9.111661911,,,0,,,0,
1_13615,,R. MATEUS VICENTE,,38.755970001,-9.178861618,,,0,,,0,
1_13626,,R. MATEUS VICENTE / R. ANJOS T,,38.756271362,-9.181014061,,,0,,,0,
1_6013,,R. MELO ANTUNES,,38.779205322,-9.1446838379,,,0,,,0,
1_6016,,R. MELO ANTUNES,,38.779045105,-9.1447906494,,,0,,,0,
1_13125,,R. MEM RODRIGUES,,38.708129883,-9.2090272903,,,0,,,0,
1_13126,,R. MEM RODRIGUES,,38.708076477,-9.2088985443,,,0,,,0,
1_508,,R. MORAIS SOARES,,38.732437134,-9.1308460236,,,0,,,0,
1_501,,R. MORAIS SOARES,,38.73273468,-9.1304111481,,,0,,,0,
1_502,,R. MORAIS SOARES,,38.732654572,-9.1305570602,,,0,,,0,
1_7012,,R. MORAIS SOARES (CEMITÉRIO),,38.730262756,-9.1249332428,,,0,,,0,
1_7013,,R. MORAIS SOARES (CEMITÉRIO),,38.730617523,-9.1253414154,,,0,,,0,
1_13627,,R. NATÉRCIA FREIRE,,38.754684448,-9.1823387146,,,0,,,0,
1_10612,,R. NOVA S. MAMEDE,,38.719646454,-9.1511411667,,,0,,,0,
1_5510,,R. OURO,,38.710845947,-9.138715744,,,0,,,0,
1_12835,,R. PADRE AMÉRICO,,38.761554718,-9.1798267365,,,0,,,0,
1_12836,,R. PADRE AMÉRICO,,38.761737823,-9.1796293259,,,0,,,0,
1_803,,R. PALMA,,38.719200134,-9.1355638504,,,0,,,0,
1_804,,R. PALMA,,38.719158173,-9.1357364655,,,0,,,0,
1_2121,,R. PARAÍSO,,38.713989258,-9.1243581772,,,0,,,0,
1_2122,,R. PARAÍSO,,38.713863373,-9.1247119904,,,0,,,0,
1_2807,,R. PARQUE,,38.745582581,-9.2006340027,,,0,,,0,
1_2808,,R. PARQUE,,38.745731354,-9.2004747391,,,0,,,0,
1_510,,R. PASCOAL MELO,,38.731388092,-9.1361522675,,,0,,,0,
1_511,,R. PASCOAL MELO,,38.73122406,-9.1357107162,,,0,,,0,
1_611,,R. PASSOS MANUEL,,38.7280159,-9.1367797852,,,0,,,0,
1_10926,,R. PEDRALVAS,,38.753871918,-9.2060709,,,0,,,0,
1_10927,,R. PEDRALVAS,,38.753952026,-9.2062625885,,,0,,,0,
1_9103,,R. PENHA FRANÇA,,38.724369049,-9.1296205521,,,0,,,0,
1_9104,,R. PENHA FRANÇA,,38.723880768,-9.1293821335,,,0,,,0,
1_517,,R. PEREIRA CARRILHO,,38.734012604,-9.1357488632,,,0,,,0,
1_518,,R. PEREIRA CARRILHO,,38.734138489,-9.1357593536,,,0,,,0,
1_9512,,R. PINTO FERREIRA,,38.698226929,-9.1913576126,,,0,,,0,
1_7111,,R. POÇO NEGROS,,38.709804535,-9.1517276764,,,0,,,0,
1_6724,,R. POIAIS S. BENTO,,38.710769653,-9.1518688202,,,0,,,0,
1_5518,,R. PRATA,,38.711025238,-9.1368942261,,,0,,,0,
1_50013,,R. PROF. FERNANDO FONSECA,,38.76171875,-9.165189743,,,0,,,0,
1_50014,,R. PROF. FERNANDO FONSECA,,38.761577606,-9.1650791168,,,0,,,0,
1_5941,,R. PROF. FERNANDO MELLO MOSER,,38.770896912,-9.1688318253,,,0,,,0,
1_5942,,R. PROF. FERNANDO MELLO MOSER,,38.770946503,-9.1687231064,,,0,,,0,
1_50005,,R. PROF. FRANCISCO GENTIL (MET,,38.761100769,-9.1669130325,,,0,,,0,
1_50006,,R. PROF. FRANCISCO GENTIL (MET,,38.76051712,-9.1672668457,,,0,,,0,
1_50007,,R. PROF. JOÃO BARREIRA,,38.762458801,-9.1706829071,,,0,,,0,
1_50010,,R. PROF. JOÃO BARREIRA,,38.762542725,-9.1708173752,,,0,,,0,
1_5924,,R. PROF. M. VALADARES,,38.776092529,-9.159778595,,,0,,,0,
1_5925,,R. PROF. M. VALADARES,,38.775844574,-9.160492897,,,0,,,0,
1_8903,,R. PROF. MIRA FERNANDES,,38.738067627,-9.1234073639,,,0,,,0,
1_5943,,R. PROF. ORLANDO RIBEIRO,,38.770324707,-9.1707715988,,,0,,,0,
1_5944,,R. PROF. ORLANDO RIBEIRO,,38.770553589,-9.1705341339,,,0,,,0,
1_50025,,R. PROF. PRADO COELHO,,38.76700592,-9.1706695557,,,0,,,0,
1_50026,,R. PROF. PRADO COELHO,,38.7669487,-9.1709823608,,,0,,,0,
1_50004,,R. PROF. QUEIRÓS VELOSO,,38.764083862,-9.1707925797,,,0,,,0,
1_10824,,R. PROF. REINALDO SANTOS,,38.747814178,-9.1884946823,,,0,,,0,
1_10821,,R. PROF. REINALDO SANTOS,,38.74704361,-9.1883029938,,,0,,,0,
1_10805,,R. PROF. REINALDO SANTOS,,38.747692108,-9.1883201599,,,0,,,0,
1_50008,,R. PROF. VIEIRA ALMEIDA,,38.764583588,-9.1665678024,,,0,,,0,
1_50003,,R. PROF. VIEIRA ALMEIDA,,38.764217377,-9.1668863297,,,0,,,0,
1_5916,,R. RAINHA D. LUÍSA GUSMÃO,,38.767459869,-9.1596107483,,,0,,,0,
1_1623,,R. RAUL CARAPINHA,,38.741397858,-9.1736364365,,,0,,,0,
1_6034,,R. RAUL REGO,,38.784137726,-9.1513137817,,,0,,,0,
1_6035,,R. RAUL REGO,,38.783905029,-9.1516609192,,,0,,,0,
1_6036,,R. RAUL REGO (ESCOLA),,38.78295517,-9.149553299,,,0,,,0,
1_6037,,R. RAUL REGO (ESCOLA),,38.782497406,-9.1494579315,,,0,,,0,
1_14105,,R. RIO TEJO,,38.770969391,-9.1889705658,,,0,,,0,
1_14106,,R. RIO TEJO,,38.771076202,-9.1892404556,,,0,,,0,
1_6722,,R. S. BENTO / CÇ. ESTRELA,,38.711475372,-9.1531906128,,,0,,,0,
1_6723,,R. S. BENTO / CÇ. ESTRELA,,38.710361481,-9.1526479721,,,0,,,0,
1_10016,,R. S. DOMINGOS À LAPA,,38.709705353,-9.162437439,,,0,,,0,
1_10006,,R. S. DOMINGOS À LAPA,,38.70930481,-9.1617126465,,,0,,,0,
1_9716,,R. S. FRANCISCO XAVIER,,38.698776245,-9.2178401947,,,0,,,0,
1_10001,,R. SANTANA À LAPA / R. BUENOS,,38.710330963,-9.1614131927,,,0,,,0,
1_9111,,R. SAPADORES,,38.721225739,-9.1271858215,,,0,,,0,
1_9112,,R. SAPADORES,,38.72108078,-9.1270427704,,,0,,,0,
1_8001,,R. SARAIVA CARVALHO,,38.715320587,-9.1646022797,,,0,,,0,
1_8002,,R. SARAIVA CARVALHO,,38.715461731,-9.1645317078,,,0,,,0,
1_13623,,R. SOEIROS,,38.754844666,-9.1737442017,,,0,,,0,
1_9119,,R. SRA. GLÓRIA,,38.718219757,-9.1276702881,,,0,,,0,
1_1218,,R. STA. MARTA,,38.725296021,-9.1460256577,,,0,,,0,
1_13902,,R. STO. ELOY,,38.766845703,-9.2009630203,,,0,,,0,
1_5948,,R. TEÓFILO CARVALHO SANTOS,,38.77041626,-9.1730918884,,,0,,,0,
1_6022,,R. TITO MORAIS,,38.782531738,-9.1474170685,,,0,,,0,
1_6025,,R. TITO MORAIS,,38.782699585,-9.1471939087,,,0,,,0,
1_89921,,R. TOMÁS ALCAIDE,,38.752811432,-9.1103258133,,,0,,,0,
1_89922,,R. TOMÁS ALCAIDE,,38.753002167,-9.1103134155,,,0,,,0,
1_13602,,R. TOMÁS FONSECA,,38.756122589,-9.1764469147,,,0,,,0,
1_13115,,R. TRISTÃO VAZ,,38.707576752,-9.2059593201,,,0,,,0,
1_13116,,R. TRISTÃO VAZ,,38.707714081,-9.2058534622,,,0,,,0,
1_2105,,R. VALE STO. ANTÓNIO,,38.717739105,-9.1220607758,,,0,,,0,
1_2106,,R. VALE STO. ANTÓNIO,,38.718044281,-9.1221847534,,,0,,,0,
1_2814,,R. VASCO BOTELHO AMARAL,,38.743144989,-9.2025671005,,,0,,,0,
1_8813,,R. VENEZUELA,,38.745109558,-9.2027425766,,,0,,,0,
1_8816,,R. VENEZUELA,,38.745258331,-9.2029724121,,,0,,,0,
1_13625,,R. VIRGÍLIO CORREIA (LOJA CIDA,,38.751262665,-9.1721315384,,,0,,,0,
1_13624,,R. VIRGÍLIO CORREIA / R. LÚCIO,,38.751262665,-9.1721315384,,,0,,,0,
1_12833,,R. VIRGILIO MARTINHO,,38.765167236,-9.1785306931,,,0,,,0,
1_11110,,R. VISCONDE SANTARÉM,,38.734912872,-9.1398544312,,,0,,,0,
1_11106,,R. VISCONDE SANTARÉM,,38.734897614,-9.1396093369,,,0,,,0,
1_10517,,R. VITOR CORDON,,38.707939148,-9.142578125,,,0,,,0,
1_10519,,R. VITOR CORDON / R. SERPA PIN,,38.707962036,-9.1414222717,,,0,,,0,
1_10516,,R. VITOR CORDON / R. SERPA PIN,,38.708263397,-9.1419820786,,,0,,,0,
1_2221,,R.ARMANDINHO,,38.749671936,-9.1033554077,,,0,,,0,
1_12605,,RALIS,,38.78237915,-9.1181459427,,,0,,,0,
1_12606,,RALIS,,38.782287598,-9.1184282303,,,0,,,0,
1_12620,,RALIS,,38.781402588,-9.120347023,,,0,,,0,
1_12601,,RALIS,,38.781642914,-9.1194143295,,,0,,,0,
1_12602,,RALIS,,38.780902863,-9.1200933456,,,0,,,0,
1_6807,,RATO,,38.719913483,-9.1546945572,,,0,,,0,
1_6808,,RATO,,38.719741821,-9.1541700363,,,0,,,0,
1_6810,,RATO,,38.720031738,-9.1551218033,,,0,,,0,
1_6811,,RATO,,38.720279694,-9.1537885666,,,0,,,0,
1_6812,,RATO,,38.720249176,-9.1548900604,,,0,,,0,
1_6825,,RATO,,38.720344543,-9.1536626816,,,0,,,0,
1_6804,,RATO,,38.720081329,-9.154841423,,,0,,,0,
1_6805,,RATO,,38.719833374,-9.1550693512,,,0,,,0,
1_6819,,RATO,,38.720451355,-9.1553897858,,,0,,,0,
1_6821,,RATO,,38.721256256,-9.1562023163,,,0,,,0,
1_6822,,RATO,,38.720291138,-9.1556606293,,,0,,,0,
1_6813,,RATO - R. D. JOÃO V,,38.720767975,-9.1563196182,,,0,,,0,
1_3023,,Reboleira (Metro),,38.750442505,-9.2218122482,,,0,,,0,
1_1002,,RESTAURADORES,,38.715438843,-9.1419038773,,,0,,,0,
1_1003,,RESTAURADORES,,38.715976715,-9.1416254044,,,0,,,0,
1_1004,,RESTAURADORES,,38.715446472,-9.1417627335,,,0,,,0,
1_1005,,RESTAURADORES,,38.715957642,-9.1415996552,,,0,,,0,
1_1006,,RESTAURADORES,,38.715629578,-9.1419181824,,,0,,,0,
1_1010,,RESTAURADORES,,38.716117859,-9.141752243,,,0,,,0,
1_1014,,RESTAURADORES - GLÓRIA,,38.71616745,-9.1426677704,,,0,,,0,
1_12930,,RESTELO,,38.712284088,-9.2109155655,,,0,,,0,
1_12404,,RESTELO - AV. DESCOBERTAS,,38.709819794,-9.2149839401,,,0,,,0,
1_12407,,RESTELO - AV. DESCOBERTAS,,38.709701538,-9.2154579163,,,0,,,0,
1_13119,,RESTELO - EPUL,,38.70621109,-9.2127628326,,,0,,,0,
1_13120,,RESTELO - EPUL,,38.706008911,-9.2124156952,,,0,,,0,
1_12403,,RESTELO - R. ANTÃO GONÇALVES,,38.708930969,-9.2143497467,,,0,,,0,
1_13101,,RESTELO - RUA TRISTÃO VAZ,,38.709518433,-9.2084646225,,,0,,,0,
1_13102,,RESTELO - RUA TRISTÃO VAZ,,38.709693909,-9.2084341049,,,0,,,0,
1_12409,,RESTELO (AV. DAS DESCOBERTAS),,38.709079742,-9.2140569687,,,0,,,0,
1_12410,,RESTELO (AV. DAS DESCOBERTAS),,38.709129333,-9.2143096924,,,0,,,0,
1_12411,,RESTELO (RUA CARLOS CALISTO),,38.711009979,-9.210817337,,,0,,,0,
1_12415,,RESTELO (TORRES),,38.711914062,-9.2117137909,,,0,,,0,
1_12405,,RESTELO (TORRES) - R. ANTÃO GO,,38.709197998,-9.2114582062,,,0,,,0,
1_12406,,RESTELO (TORRES) - R. ANTÃO GO,,38.709346771,-9.2115697861,,,0,,,0,
1_12408,,RESTELO TORRES,,38.711322784,-9.2103729248,,,0,,,0,
1_13405,,RIO SECO,,38.703411102,-9.1916122437,,,0,,,0,
1_13406,,RIO SECO,,38.703704834,-9.1908769608,,,0,,,0,
1_919,,ROSSIO,,38.714401245,-9.1392183304,,,0,,,0,
1_908,,ROSSIO,,38.714038849,-9.1398849487,,,0,,,0,
1_901,,ROSSIO,,38.714267731,-9.1391191483,,,0,,,0,
1_902,,ROSSIO,,38.713573456,-9.13971138,,,0,,,0,
1_79107,,ROSSIO DE LEVANTE,,38.783172607,-9.0940818787,,,0,,,0,
1_79108,,ROSSIO DE LEVANTE,,38.783203125,-9.0951280594,,,0,,,0,
1_2310,,ROT. CABO RUIVO,,38.754642487,-9.1031236649,,,0,,,0,
1_2328,,ROT. CABO RUIVO,,38.756614685,-9.103017807,,,0,,,0,
1_16301,,ROTUNDA DA ENCARNAÇÃO,,38.782367706,-9.1260042191,,,0,,,0,
1_16302,,ROTUNDA DA ENCARNAÇÃO,,38.782649994,-9.125213623,,,0,,,0,
1_16303,,ROTUNDA DA ENCARNAÇÃO,,38.783561707,-9.1245355606,,,0,,,0,
1_16304,,ROTUNDA DA ENCARNAÇÃO,,38.783924103,-9.124792099,,,0,,,0,
1_8908,,ROTUNDA DAS OLAIAS,,38.738479614,-9.1253461838,,,0,,,0,
1_8910,,ROTUNDA DAS OLAIAS,,38.739238739,-9.1262464523,,,0,,,0,
1_79103,,ROTUNDA DAS OLIVEIRAS,,38.780670166,-9.0964298248,,,0,,,0,
1_79104,,ROTUNDA DAS OLIVEIRAS,,38.780601501,-9.096487999,,,0,,,0,
1_2314,,ROTUNDA DE CABO RUIVO,,38.755878448,-9.1039075851,,,0,,,0,
