service_id,date,exception_type
25908417,20201005,1
25908417,20200225,1
25908417,20201201,1
25908417,20201208,1
25908417,20191225,1
25908417,20200101,1
25908417,20200603,1
25908417,20200610,1
25908417,20200402,1
25908417,20200611,1
25908417,20191101,1
25908417,20200501,1
25908417,20201225,1
25908418,20191201,1
25908418,20191208,1
25908418,20200216,1
25908418,20201101,1
25908418,20201005,1
25908418,20200225,1
25908418,20201201,1
25908418,20201208,1
25908418,20191225,1
25908418,20200101,1
25908418,20200603,1
25908418,20200610,1
25908418,20200402,1
25908418,20200611,1
25908418,20191101,1
25908418,20200501,1
25908418,20201225,1
25907575,20191005,1
25907575,20200404,1
25907575,20200425,1
25907575,20200613,1
25908419,20191201,1
25908419,20191208,1
25908419,20200216,1
25908419,20201101,1
25908419,20201005,1
25908419,20200225,1
25908419,20201201,1
25908419,20201208,1
25908419,20191225,1
25908419,20200101,1
25908419,20200603,1
25908419,20200610,1
25908419,20200402,1
25908419,20200611,1
25908419,20191101,1
25908419,20200501,1
25908419,20201225,1
25907578,20191005,1
25907578,20200404,1
25907578,20200425,1
25907578,20200613,1
25907584,20191005,1
25907584,20200404,1
25907584,20200425,1
25907584,20200613,1
25908420,20191201,1
25908420,20191208,1
25908420,20200216,1
25908420,20201101,1
25908420,20201005,1
25908420,20200225,1
25908420,20201201,1
25908420,20201208,1
25908420,20191225,1
25908420,20200101,1
25908420,20200603,1
25908420,20200610,1
25908420,20200402,1
25908420,20200611,1
25908420,20191101,1
25908420,20200501,1
25908420,20201225,1
25908422,20191201,1
25908422,20191208,1
25908422,20200216,1
25908422,20201101,1
25908422,20201005,1
25908422,20200225,1
25908422,20201201,1
25908422,20201208,1
25908422,20191225,1
25908422,20200101,1
25908422,20200603,1
25908422,20200610,1
25908422,20200402,1
25908422,20200611,1
25908422,20191101,1
25908422,20200501,1
25908422,20201225,1
25908423,20191201,1
25908423,20191208,1
25908423,20200216,1
25908423,20201101,1
25908423,20201005,1
25908423,20200225,1
25908423,20201201,1
25908423,20201208,1
25908423,20191225,1
25908423,20200101,1
25908423,20200603,1
25908423,20200610,1
25908423,20200402,1
25908423,20200611,1
25908423,20191101,1
25908423,20200501,1
25908423,20201225,1
25908432,20191201,1
25908432,20191208,1
25908432,20200216,1
25908432,20201101,1
25908432,20201005,1
25908432,20200225,1
25908432,20201201,1
25908432,20201208,1
25908432,20191225,1
25908432,20200101,1
25908432,20200603,1
25908432,20200610,1
25908432,20200402,1
25908432,20200611,1
25908432,20191101,1
25908432,20200501,1
25908432,20201225,1
25908424,20191201,1
25908424,20191208,1
25908424,20200216,1
25908424,20201101,1
25908424,20201005,1
25908424,20200225,1
25908424,20201201,1
25908424,20201208,1
25908424,20191225,1
25908424,20200101,1
25908424,20200603,1
25908424,20200610,1
25908424,20200402,1
25908424,20200611,1
25908424,20191101,1
25908424,20200501,1
25908424,20201225,1
25907590,20191005,1
25907590,20200404,1
25907590,20200425,1
25907590,20200613,1
25908425,20191201,1
25908425,20191208,1
25908425,20200216,1
25908425,20201101,1
25908425,20201005,1
25908425,20200225,1
25908425,20201201,1
25908425,20201208,1
25908425,20191225,1
25908425,20200101,1
25908425,20200603,1
25908425,20200610,1
25908425,20200402,1
25908425,20200611,1
25908425,20191101,1
25908425,20200501,1
25908425,20201225,1
25908434,20191201,1
25908434,20191208,1
25908434,20200216,1
25908434,20201101,1
25908434,20201005,1
25908434,20200225,1
25908434,20201201,1
25908434,20201208,1
25908434,20191225,1
25908434,20200101,1
25908434,20200603,1
25908434,20200610,1
25908434,20200402,1
25908434,20200611,1
25908434,20191101,1
25908434,20200501,1
25908434,20201225,1
25908435,20191201,1
25908435,20191208,1
25908435,20200216,1
25908435,20201101,1
25908435,20201005,1
25908435,20200225,1
25908435,20201201,1
25908435,20201208,1
25908435,20191225,1
25908435,20200101,1
25908435,20200603,1
25908435,20200610,1
25908435,20200402,1
25908435,20200611,1
25908435,20191101,1
25908435,20200501,1
25908435,20201225,1
25908426,20191201,1
25908426,20191208,1
25908426,20200216,1
25908426,20201101,1
25908426,20201005,1
25908426,20200225,1
25908426,20201201,1
25908426,20201208,1
25908426,20191225,1
25908426,20200101,1
25908426,20200603,1
25908426,20200610,1
25908426,20200402,1
25908426,20200611,1
25908426,20191101,1
25908426,20200501,1
25908426,20201225,1
25907596,20191005,1
25907596,20200404,1
25907596,20200425,1
25907596,20200613,1
25908427,20191201,1
25908427,20191208,1
25908427,20200216,1
25908427,20201101,1
25908427,20201005,1
25908427,20200225,1
25908427,20201201,1
25908427,20201208,1
25908427,20191225,1
25908427,20200101,1
25908427,20200603,1
25908427,20200610,1
25908427,20200402,1
25908427,20200611,1
25908427,20191101,1
25908427,20200501,1
25908427,20201225,1
25907599,20191005,1
25907599,20200404,1
25907599,20200425,1
25907599,20200613,1
25908428,20191201,1
25908428,20191208,1
25908428,20200216,1
25908428,20201101,1
25908428,20201005,1
25908428,20200225,1
25908428,20201201,1
25908428,20201208,1
25908428,20191225,1
25908428,20200101,1
25908428,20200603,1
25908428,20200610,1
25908428,20200402,1
25908428,20200611,1
25908428,20191101,1
25908428,20200501,1
25908428,20201225,1
25907605,20191005,1
25907605,20200404,1
25907605,20200425,1
25907605,20200613,1
25907611,20191005,1
25907611,20200404,1
25907611,20200425,1
25907611,20200613,1
25908430,20191201,1
25908430,20191208,1
25908430,20200216,1
25908430,20201101,1
25908430,20201005,1
25908430,20200225,1
25908430,20201201,1
25908430,20201208,1
25908430,20191225,1
25908430,20200101,1
25908430,20200603,1
25908430,20200610,1
25908430,20200402,1
25908430,20200611,1
25908430,20191101,1
25908430,20200501,1
25908430,20201225,1
25908433,20191201,1
25908433,20191208,1
25908433,20200216,1
25908433,20201101,1
25908433,20201005,1
25908433,20200225,1
25908433,20201201,1
25908433,20201208,1
25908433,20191225,1
25908433,20200101,1
25908433,20200603,1
25908433,20200610,1
25908433,20200402,1
25908433,20200611,1
25908433,20191101,1
25908433,20200501,1
25908433,20201225,1
25908439,20191201,1
25908439,20191208,1
25908439,20200216,1
25908439,20201101,1
25908439,20201005,1
25908439,20200225,1
25908439,20201201,1
25908439,20201208,1
25908439,20191225,1
25908439,20200101,1
25908439,20200603,1
25908439,20200610,1
25908439,20200402,1
25908439,20200611,1
25908439,20191101,1
25908439,20200501,1
25908439,20201225,1
25907617,20191005,1
25907617,20200404,1
25907617,20200425,1
25907617,20200613,1
25908436,20191201,1
25908436,20191208,1
25908436,20200216,1
25908436,20201101,1
25908436,20201005,1
25908436,20200225,1
25908436,20201201,1
25908436,20201208,1
25908436,20191225,1
25908436,20200101,1
25908436,20200603,1
25908436,20200610,1
25908436,20200402,1
25908436,20200611,1
25908436,20191101,1
25908436,20200501,1
25908436,20201225,1
25908438,20191201,1
25908438,20191208,1
25908438,20200216,1
25908438,20201101,1
25908438,20201005,1
25908438,20200225,1
25908438,20201201,1
25908438,20201208,1
25908438,20191225,1
25908438,20200101,1
25908438,20200603,1
25908438,20200610,1
25908438,20200402,1
25908438,20200611,1
25908438,20191101,1
25908438,20200501,1
25908438,20201225,1
25907638,20191005,1
25907638,20200404,1
25907638,20200425,1
25907638,20200613,1
25907629,20191005,1
25907629,20200404,1
25907629,20200425,1
25907629,20200613,1
25907632,20191005,1
25907632,20200404,1
25907632,20200425,1
25907632,20200613,1
25908440,20191201,1
25908440,20191208,1
25908440,20200216,1
25908440,20201101,1
25908440,20201005,1
25908440,20200225,1
25908440,20201201,1
25908440,20201208,1
25908440,20191225,1
25908440,20200101,1
25908440,20200603,1
25908440,20200610,1
25908440,20200402,1
25908440,20200611,1
25908440,20191101,1
25908440,20200501,1
25908440,20201225,1
25907635,20191005,1
25907635,20200404,1
25907635,20200425,1
25907635,20200613,1
25908441,20191201,1
25908441,20191208,1
25908441,20200216,1
25908441,20201101,1
25908441,20201005,1
25908441,20200225,1
25908441,20201201,1
25908441,20201208,1
25908441,20191225,1
25908441,20200101,1
25908441,20200603,1
25908441,20200610,1
25908441,20200402,1
25908441,20200611,1
25908441,20191101,1
25908441,20200501,1
25908441,20201225,1
25908442,20191201,1
25908442,20191208,1
25908442,20200216,1
25908442,20201101,1
25908442,20201005,1
25908442,20200225,1
25908442,20201201,1
25908442,20201208,1
25908442,20191225,1
25908442,20200101,1
25908442,20200603,1
25908442,20200610,1
25908442,20200402,1
25908442,20200611,1
25908442,20191101,1
25908442,20200501,1
25908442,20201225,1
25908443,20191201,1
25908443,20191208,1
25908443,20200216,1
25908443,20201101,1
25908443,20201005,1
25908443,20200225,1
25908443,20201201,1
25908443,20201208,1
25908443,20191225,1
25908443,20200101,1
25908443,20200603,1
25908443,20200610,1
25908443,20200402,1
25908443,20200611,1
25908443,20191101,1
25908443,20200501,1
25908443,20201225,1
25908446,20191201,1
25908446,20191208,1
25908446,20200216,1
25908446,20201101,1
25908446,20201005,1
25908446,20200225,1
25908446,20201201,1
25908446,20201208,1
25908446,20191225,1
25908446,20200101,1
25908446,20200603,1
25908446,20200610,1
25908446,20200402,1
25908446,20200611,1
25908446,20191101,1
25908446,20200501,1
25908446,20201225,1
25908444,20191201,1
25908444,20191208,1
25908444,20200216,1
25908444,20201101,1
25908444,20201005,1
25908444,20200225,1
25908444,20201201,1
25908444,20201208,1
25908444,20191225,1
25908444,20200101,1
25908444,20200603,1
25908444,20200610,1
25908444,20200402,1
25908444,20200611,1
25908444,20191101,1
25908444,20200501,1
25908444,20201225,1
25907644,20191005,1
25907644,20200404,1
25907644,20200425,1
25907644,20200613,1
25907647,20191005,1
25907647,20200404,1
25907647,20200425,1
25907647,20200613,1
25907548,20191005,1
25907548,20200404,1
25907548,20200425,1
25907548,20200613,1
25907650,20191005,1
25907650,20200404,1
25907650,20200425,1
25907650,20200613,1
25947111,20191201,1
25947111,20191208,1
25947111,20200216,1
25947111,20201101,1
25947111,20201005,1
25947111,20200225,1
25947111,20201201,1
25947111,20201208,1
25947111,20191225,1
25947111,20200101,1
25947111,20200603,1
25947111,20200610,1
25947111,20200402,1
25947111,20200611,1
25947111,20191101,1
25947111,20200501,1
25947111,20201225,1
25947113,20191201,1
25947113,20191208,1
25947113,20200216,1
25947113,20201101,1
25947113,20201005,1
25947113,20200225,1
25947113,20201201,1
25947113,20201208,1
25947113,20191225,1
25947113,20200101,1
25947113,20200603,1
25947113,20200610,1
25947113,20200402,1
25947113,20200611,1
25947113,20191101,1
25947113,20200501,1
25947113,20201225,1
25946818,20191005,1
25946818,20200404,1
25946818,20200425,1
25946818,20200613,1
25946812,20191005,1
25946812,20200404,1
25946812,20200425,1
25946812,20200613,1
25947089,20191201,1
25947089,20191208,1
25947089,20200216,1
25947089,20201101,1
25947089,20201005,1
25947089,20200225,1
25947089,20201201,1
25947089,20201208,1
25947089,20191225,1
25947089,20200101,1
25947089,20200603,1
25947089,20200610,1
25947089,20200402,1
25947089,20200611,1
25947089,20191101,1
25947089,20200501,1
25947089,20201225,1
25947092,20191201,1
25947092,20191208,1
25947092,20200216,1
25947092,20201101,1
25947092,20201005,1
25947092,20200225,1
25947092,20201201,1
25947092,20201208,1
25947092,20191225,1
25947092,20200101,1
25947092,20200603,1
25947092,20200610,1
25947092,20200402,1
25947092,20200611,1
25947092,20191101,1
25947092,20200501,1
25947092,20201225,1
25947107,20191201,1
25947107,20191208,1
25947107,20200216,1
25947107,20201101,1
25947107,20201005,1
25947107,20200225,1
25947107,20201201,1
25947107,20201208,1
25947107,20191225,1
25947107,20200101,1
25947107,20200603,1
25947107,20200610,1
25947107,20200402,1
25947107,20200611,1
25947107,20191101,1
25947107,20200501,1
25947107,20201225,1
25947101,20191201,1
25947101,20191208,1
25947101,20200216,1
25947101,20201101,1
25947101,20201005,1
25947101,20200225,1
25947101,20201201,1
25947101,20201208,1
25947101,20191225,1
25947101,20200101,1
25947101,20200603,1
25947101,20200610,1
25947101,20200402,1
25947101,20200611,1
25947101,20191101,1
25947101,20200501,1
25947101,20201225,1
25947105,20191201,1
25947105,20191208,1
25947105,20200216,1
25947105,20201101,1
25947105,20201005,1
25947105,20200225,1
25947105,20201201,1
25947105,20201208,1
25947105,20191225,1
25947105,20200101,1
25947105,20200603,1
25947105,20200610,1
25947105,20200402,1
25947105,20200611,1
25947105,20191101,1
25947105,20200501,1
25947105,20201225,1
25946767,20191005,1
25946767,20200404,1
25946767,20200425,1
25946767,20200613,1
25947109,20191201,1
25947109,20191208,1
25947109,20200216,1
25947109,20201101,1
25947109,20201005,1
25947109,20200225,1
25947109,20201201,1
25947109,20201208,1
25947109,20191225,1
25947109,20200101,1
25947109,20200603,1
25947109,20200610,1
25947109,20200402,1
25947109,20200611,1
25947109,20191101,1
25947109,20200501,1
25947109,20201225,1
25946761,20191005,1
25946761,20200404,1
25946761,20200425,1
25946761,20200613,1
25947110,20191201,1
25947110,20191208,1
25947110,20200216,1
25947110,20201101,1
25947110,20201005,1
25947110,20200225,1
25947110,20201201,1
25947110,20201208,1
25947110,20191225,1
25947110,20200101,1
25947110,20200603,1
25947110,20200610,1
25947110,20200402,1
25947110,20200611,1
25947110,20191101,1
25947110,20200501,1
25947110,20201225,1
25947108,20191201,1
25947108,20191208,1
25947108,20200216,1
25947108,20201101,1
25947108,20201005,1
25947108,20200225,1
25947108,20201201,1
25947108,20201208,1
25947108,20191225,1
25947108,20200101,1
25947108,20200603,1
25947108,20200610,1
25947108,20200402,1
25947108,20200611,1
25947108,20191101,1
25947108,20200501,1
25947108,20201225,1
25947112,20191201,1
25947112,20191208,1
25947112,20200216,1
25947112,20201101,1
25947112,20201005,1
25947112,20200225,1
25947112,20201201,1
25947112,20201208,1
25947112,20191225,1
25947112,20200101,1
25947112,20200603,1
25947112,20200610,1
25947112,20200402,1
25947112,20200611,1
25947112,20191101,1
25947112,20200501,1
25947112,20201225,1
25947106,20191201,1
25947106,20191208,1
25947106,20200216,1
25947106,20201101,1
25947106,20201005,1
25947106,20200225,1
25947106,20201201,1
25947106,20201208,1
25947106,20191225,1
25947106,20200101,1
25947106,20200603,1
25947106,20200610,1
25947106,20200402,1
25947106,20200611,1
25947106,20191101,1
25947106,20200501,1
25947106,20201225,1
25947103,20191201,1
25947103,20191208,1
25947103,20200216,1
25947103,20201101,1
25947103,20201005,1
25947103,20200225,1
25947103,20201201,1
25947103,20201208,1
25947103,20191225,1
25947103,20200101,1
25947103,20200603,1
25947103,20200610,1
25947103,20200402,1
25947103,20200611,1
25947103,20191101,1
25947103,20200501,1
25947103,20201225,1
25947094,20191201,1
25947094,20191208,1
25947094,20200216,1
25947094,20201101,1
25947094,20201005,1
25947094,20200225,1
25947094,20201201,1
25947094,20201208,1
25947094,20191225,1
25947094,20200101,1
25947094,20200603,1
25947094,20200610,1
25947094,20200402,1
25947094,20200611,1
25947094,20191101,1
25947094,20200501,1
25947094,20201225,1
25947096,20191201,1
25947096,20191208,1
25947096,20200216,1
25947096,20201101,1
25947096,20201005,1
25947096,20200225,1
25947096,20201201,1
25947096,20201208,1
25947096,20191225,1
25947096,20200101,1
25947096,20200603,1
25947096,20200610,1
25947096,20200402,1
25947096,20200611,1
25947096,20191101,1
25947096,20200501,1
25947096,20201225,1
25947091,20191201,1
25947091,20191208,1
25947091,20200216,1
25947091,20201101,1
25947091,20201005,1
25947091,20200225,1
25947091,20201201,1
25947091,20201208,1
25947091,20191225,1
25947091,20200101,1
25947091,20200603,1
25947091,20200610,1
25947091,20200402,1
25947091,20200611,1
25947091,20191101,1
25947091,20200501,1
25947091,20201225,1
25946758,20191005,1
25946758,20200404,1
25946758,20200425,1
25946758,20200613,1
25946764,20191005,1
25946764,20200404,1
25946764,20200425,1
25946764,20200613,1
25946770,20191005,1
25946770,20200404,1
25946770,20200425,1
25946770,20200613,1
25946776,20191005,1
25946776,20200404,1
25946776,20200425,1
25946776,20200613,1
25946782,20191005,1
25946782,20200404,1
25946782,20200425,1
25946782,20200613,1
25946788,20191005,1
25946788,20200404,1
25946788,20200425,1
25946788,20200613,1
25946797,20191005,1
25946797,20200404,1
25946797,20200425,1
25946797,20200613,1
25946803,20191005,1
25946803,20200404,1
25946803,20200425,1
25946803,20200613,1
25946809,20191005,1
25946809,20200404,1
25946809,20200425,1
25946809,20200613,1
25947097,20191201,1
25947097,20191208,1
25947097,20200216,1
25947097,20201101,1
25947097,20201005,1
25947097,20200225,1
25947097,20201201,1
25947097,20201208,1
25947097,20191225,1
25947097,20200101,1
25947097,20200603,1
25947097,20200610,1
25947097,20200402,1
25947097,20200611,1
25947097,20191101,1
25947097,20200501,1
25947097,20201225,1
25947093,20191201,1
25947093,20191208,1
25947093,20200216,1
25947093,20201101,1
25947093,20201005,1
25947093,20200225,1
25947093,20201201,1
25947093,20201208,1
25947093,20191225,1
25947093,20200101,1
25947093,20200603,1
25947093,20200610,1
25947093,20200402,1
25947093,20200611,1
25947093,20191101,1
25947093,20200501,1
25947093,20201225,1
25947090,20191201,1
25947090,20191208,1
25947090,20200216,1
25947090,20201101,1
25947090,20201005,1
25947090,20200225,1
25947090,20201201,1
25947090,20201208,1
25947090,20191225,1
25947090,20200101,1
25947090,20200603,1
25947090,20200610,1
25947090,20200402,1
25947090,20200611,1
25947090,20191101,1
25947090,20200501,1
25947090,20201225,1
25947104,20191201,1
25947104,20191208,1
25947104,20200216,1
25947104,20201101,1
25947104,20201005,1
25947104,20200225,1
25947104,20201201,1
25947104,20201208,1
25947104,20191225,1
25947104,20200101,1
25947104,20200603,1
25947104,20200610,1
25947104,20200402,1
25947104,20200611,1
25947104,20191101,1
25947104,20200501,1
25947104,20201225,1
25947099,20191201,1
25947099,20191208,1
25947099,20200216,1
25947099,20201101,1
25947099,20201005,1
25947099,20200225,1
25947099,20201201,1
25947099,20201208,1
25947099,20191225,1
25947099,20200101,1
25947099,20200603,1
25947099,20200610,1
25947099,20200402,1
25947099,20200611,1
25947099,20191101,1
25947099,20200501,1
25947099,20201225,1
25946800,20191005,1
25946800,20200404,1
25946800,20200425,1
25946800,20200613,1
25947100,20191201,1
25947100,20191208,1
25947100,20200216,1
25947100,20201101,1
25947100,20201005,1
25947100,20200225,1
25947100,20201201,1
25947100,20201208,1
25947100,20191225,1
25947100,20200101,1
25947100,20200603,1
25947100,20200610,1
25947100,20200402,1
25947100,20200611,1
25947100,20191101,1
25947100,20200501,1
25947100,20201225,1
25947095,20191201,1
25947095,20191208,1
25947095,20200216,1
25947095,20201101,1
25947095,20201005,1
25947095,20200225,1
25947095,20201201,1
25947095,20201208,1
25947095,20191225,1
25947095,20200101,1
25947095,20200603,1
25947095,20200610,1
25947095,20200402,1
25947095,20200611,1
25947095,20191101,1
25947095,20200501,1
25947095,20201225,1
25947098,20191201,1
25947098,20191208,1
25947098,20200216,1
25947098,20201101,1
25947098,20201005,1
25947098,20200225,1
25947098,20201201,1
25947098,20201208,1
25947098,20191225,1
25947098,20200101,1
25947098,20200603,1
25947098,20200610,1
25947098,20200402,1
25947098,20200611,1
25947098,20191101,1
25947098,20200501,1
25947098,20201225,1
25947102,20191201,1
25947102,20191208,1
25947102,20200216,1
25947102,20201101,1
25947102,20201005,1
25947102,20200225,1
25947102,20201201,1
25947102,20201208,1
25947102,20191225,1
25947102,20200101,1
25947102,20200603,1
25947102,20200610,1
25947102,20200402,1
25947102,20200611,1
25947102,20191101,1
25947102,20200501,1
25947102,20201225,1
25946794,20191005,1
25946794,20200404,1
25946794,20200425,1
25946794,20200613,1
25946785,20191005,1
25946785,20200404,1
25946785,20200425,1
25946785,20200613,1
25946779,20191005,1
25946779,20200404,1
25946779,20200425,1
25946779,20200613,1
25946773,20191005,1
25946773,20200404,1
25946773,20200425,1
25946773,20200613,1
25947088,20191201,1
25947088,20191208,1
25947088,20200216,1
25947088,20201101,1
25947088,20201005,1
25947088,20200225,1
25947088,20201201,1
25947088,20201208,1
25947088,20191225,1
25947088,20200101,1
25947088,20200603,1
25947088,20200610,1
25947088,20200402,1
25947088,20200611,1
25947088,20191101,1
25947088,20200501,1
25947088,20201225,1
25946815,20191005,1
25946815,20200404,1
25946815,20200425,1
25946815,20200613,1
25946791,20191005,1
25946791,20200404,1
25946791,20200425,1
25946791,20200613,1
25946806,20191005,1
25946806,20200404,1
25946806,20200425,1
25946806,20200613,1
25880735,20191201,1
25880735,20191208,1
25880735,20200216,1
25880735,20201101,1
25880735,20201005,1
25880735,20200225,1
25880735,20201201,1
25880735,20201208,1
25880735,20191225,1
25880735,20200101,1
25880735,20200603,1
25880735,20200610,1
25880735,20200402,1
25880735,20200611,1
25880735,20191101,1
25880735,20200501,1
25880735,20201225,1
25880746,20191201,1
25880746,20191208,1
25880746,20200216,1
25880746,20201101,1
25880746,20201005,1
25880746,20200225,1
25880746,20201201,1
25880746,20201208,1
25880746,20191225,1
25880746,20200101,1
25880746,20200603,1
25880746,20200610,1
25880746,20200402,1
25880746,20200611,1
25880746,20191101,1
25880746,20200501,1
25880746,20201225,1
25880474,20191005,1
25880474,20200404,1
25880474,20200425,1
25880474,20200613,1
25880480,20191005,1
25880480,20200404,1
25880480,20200425,1
25880480,20200613,1
25880492,20191005,1
25880492,20200404,1
25880492,20200425,1
25880492,20200613,1
25880462,20191005,1
25880462,20200404,1
25880462,20200425,1
25880462,20200613,1
25880468,20191005,1
25880468,20200404,1
25880468,20200425,1
25880468,20200613,1
25880453,20191005,1
25880453,20200404,1
25880453,20200425,1
25880453,20200613,1
25880447,20191005,1
25880447,20200404,1
25880447,20200425,1
25880447,20200613,1
25880747,20191201,1
25880747,20191208,1
25880747,20200216,1
25880747,20201101,1
25880747,20201005,1
25880747,20200225,1
25880747,20201201,1
25880747,20201208,1
25880747,20191225,1
25880747,20200101,1
25880747,20200603,1
25880747,20200610,1
25880747,20200402,1
25880747,20200611,1
25880747,20191101,1
25880747,20200501,1
25880747,20201225,1
25880743,20191201,1
25880743,20191208,1
25880743,20200216,1
25880743,20201101,1
25880743,20201005,1
25880743,20200225,1
